Nf1	Nf2	Nf3	Rx1	Rx2	Rx3
Ugt1a2	48	52	25	14	7	17
Ugt1a5	219	289	194	131	66	140
Ugt1a6a	95	195	119	56	52	77
Ugt1a6b	15	6	4	1	1	1
Ugt1a7c	23	25	33	3	4	0
Ugt1a9	0	0	1	0	1	0
Ugt2a1	0	0	0	0	0	0
Ugt2a2	0	0	0	0	0	0
Ugt2a3	0	0	0	0	0	0
Ugt2b1	0	0	0	0	0	0
Ugt2b34	0	0	0	0	0	0
Ugt2b35	0	0	0	2	3	2
Ugt2b36	0	0	0	6	0	0
Ugt2b37	0	0	0	0	0	0
Ugt2b38	0	0	0	0	0	0
Ugt2b5	0	0	0	0	0	0
Ugt3a1	0	0	0	0	0	7
Ugt3a2	1	0	0	1	2	0
Ugt8a	989	1073	1075	3883	3431	5291
Uhmk1	1245	1505	1462	1840	2069	3468
Uhrf1	112	72	147	37	58	56
Uhrf1bp1	328	463	500	391	867	498
Uhrf1bp1l	2811	3228	3068	3021	2526	4138
Uhrf2	986	1328	1132	854	706	920
Uimc1	513	622	690	352	315	408
Ulbp1	38	63	60	4	11	5
Ulk1	609	1057	646	629	895	1122
Ulk2	1823	2189	1871	1699	1389	2018
Ulk3	384	393	332	248	147	362
Ulk4	86	123	97	54	63	107
Umod	0	0	0	0	0	0
Umodl1	6	0	5	0	0	0
Umps	97	186	217	141	192	145
Unc119	31	5	23	22	44	31
Unc119b	250	290	306	289	130	311
Unc13a	113	354	223	478	622	1177
Unc13b	551	660	655	758	623	1150
Unc13c	625	562	530	630	636	1507
Unc13d	36	74	77	21	12	28
Unc45a	101	85	107	106	118	196
Unc45b	16	105	14	50	311	19
Unc50	496	613	705	558	658	714
Unc5a	253	258	256	110	80	167
Unc5b	148	50	123	97	91	83
Unc5c	320	345	310	234	225	469
Unc5cl	0	0	9	5	0	0
Unc5d	8	32	0	25	33	150
Unc79	59	101	61	213	263	511
Unc80	251	520	377	1227	2087	3006
Unc93a	38	43	74	11	0	20
Unc93b1	624	501	1227	183	94	205
Uncx	0	0	0	0	0	0
Ung	43	54	78	45	35	30
Unk	367	490	345	257	213	315
Unkl	413	628	458	399	468	625
Uox	0	0	0	0	0	0
Upb1	4	18	4	10	21	34
Upf1	151	244	222	156	127	219
Upf2	886	1042	1097	641	798	746
Upf3a	332	401	346	286	198	319
Upf3b	327	432	328	303	263	401
Upk1a	4	7	30	1	18	4
Upk1b	63	175	6	0	2	0
Upk2	0	0	0	0	0	0
Upk3a	0	0	0	0	0	0
Upk3b	0	0	0	1	0	0
Upk3bl	0	0	0	3	0	0
Upp1	9	4	21	4	3	7
Upp2	16	17	1	24	30	84
Uprt	249	296	299	236	183	314
Uqcc1	84	154	150	157	316	179
Uqcc2	63	54	57	45	42	57
Uqcr10	186	211	182	275	428	236
Uqcr11	136	98	137	255	339	235
Uqcrb	191	186	225	281	402	192
Uqcrc1	271	320	407	553	1095	390
Uqcrc2	755	714	915	1472	2032	855
Uqcrfs1	462	517	520	1042	1842	598
Uqcrh	446	418	388	777	1024	626
Uqcrq	66	128	104	184	275	138
Urad	0	0	0	0	0	0
Urah	0	1	0	0	0	0
Urb1	165	182	212	136	127	158
Urb2	437	431	652	404	483	703
Urgcp	249	286	234	284	299	327
Uri1	1147	1385	949	849	883	991
Urm1	78	72	66	64	40	96
Uroc1	0	0	0	0	3	0
Urod	291	695	220	305	268	403
Uros	94	101	84	90	99	122
Usb1	75	97	80	49	27	61
Use1	107	76	74	109	95	148
Usf1	68	63	91	49	45	65
Usf2	266	304	251	203	178	243
Ush1c	0	0	0	0	7	0
Ush1g	0	13	4	8	7	30
Ush2a	11	0	4	0	12	5
Ushbp1	61	113	207	231	329	174
Usmg5	131	154	101	226	279	214
Uso1	1312	1494	1459	1046	1194	1434
Usp1	1033	1061	886	638	532	606
Usp10	286	340	241	310	411	360
Usp11	746	1002	784	529	502	781
Usp12	745	886	1032	744	720	1244
Usp13	142	899	125	288	905	656
Usp14	884	1014	809	1070	1274	1714
Usp15	1105	1386	1350	1299	1476	1745
Usp16	1043	1202	1129	900	1093	989
Usp17la	338	424	326	249	198	316
Usp17lb	0	0	0	0	0	0
Usp17lc	0	0	0	0	0	0
Usp17ld	0	0	0	0	0	0
Usp17le	0	0	0	0	0	0
Usp18	327	354	808	106	84	120
Usp19	441	706	516	530	549	625
Usp2	361	823	311	370	638	305
Usp20	122	257	141	285	366	748
Usp21	265	336	322	228	176	213
Usp22	1069	1232	1220	1065	934	2071
Usp24	4575	5646	4490	3951	4123	4375
Usp25	2427	2652	2854	1805	2419	2172
Usp26	0	5	0	6	4	9
Usp27x	189	96	218	99	79	136
Usp28	284	303	192	203	232	185
Usp29	0	2	9	27	14	68
Usp3	388	323	362	241	179	313
Usp30	175	197	237	112	127	149
Usp31	1195	1962	1397	1856	2025	3603
Usp32	1783	2195	1717	2448	2380	4173
Usp33	1819	2000	1989	2030	1532	2556
Usp34	6533	6643	6086	5095	4820	6658
Usp35	184	375	174	115	112	204
Usp36	320	480	383	269	243	425
Usp37	754	746	764	696	593	937
Usp38	510	687	667	505	611	663
Usp39	140	145	137	125	72	99
Usp4	782	699	959	612	505	741
Usp40	1206	1544	1424	1090	1011	1138
Usp42	572	711	600	395	331	538
Usp43	9	13	14	4	3	9
Usp44	7	1	10	27	16	14
Usp45	677	1046	933	788	930	1358
Usp46	1399	1868	1388	1348	1349	1919
Usp47	1973	3240	2241	1809	2450	2128
Usp48	1386	1461	1317	1222	1005	1431
Usp49	563	645	469	603	432	667
Usp5	371	518	459	412	485	769
Usp50	466	820	321	227	136	174
Usp51	6	8	0	0	7	33
Usp53	903	1010	654	747	666	889
Usp54	940	2304	884	919	735	1024
Usp6nl	2852	2184	2847	2268	2071	3000
Usp7	1775	2041	1772	1437	1461	2115
Usp8	3292	4389	3523	2586	2601	3405
Usp9x	10013	10785	10162	10500	10948	15549
Usp9y	0	0	0	0	14	0
Uspl1	337	486	414	446	430	523
Ust	272	405	298	330	271	523
Utf1	0	0	5	0	0	0
Utp11l	236	168	175	163	173	205
Utp14a	257	173	252	165	163	141
Utp14b	593	557	620	465	584	717
Utp15	551	443	568	361	375	546
Utp18	144	134	136	98	121	107
Utp20	777	811	912	607	560	661
Utp23	322	338	332	216	191	296
Utp3	722	906	938	640	616	879
Utp6	760	1138	986	830	778	990
Utrn	30263	34467	27063	30204	25779	36062
Uts2	10	2	7	5	10	7
Uts2b	0	0	0	0	0	0
Uts2r	0	3	0	0	7	0
Uty	0	1102	1	0	706	772
Uvrag	758	856	1026	428	456	652
Uvssa	862	1090	720	590	483	664
Uxs1	343	422	409	278	241	284
Uxt	138	174	160	162	215	128
V1ra8	1	0	0	0	2	0
V1rd18	1	1	5	0	0	3
V1rd19	0	0	0	0	0	0
Vac14	357	370	385	361	362	354
Vamp1	340	675	387	1106	1611	3180
Vamp2	1692	2686	1629	2465	3062	4757
Vamp3	1850	1788	2120	1546	1432	1397
Vamp4	801	1285	731	847	685	1057
Vamp5	405	425	498	441	312	467
Vamp7	0	0	0	0	0	0
Vamp8	246	225	279	93	122	142
Vangl1	352	442	389	249	205	290
Vangl2	59	65	58	20	10	55
Vapa	504	538	615	450	521	639
Vapb	1012	1240	1097	1155	1314	1873
Vars	110	117	92	81	64	63
Vars2	64	118	108	55	50	84
Vash1	270	292	285	239	268	546
Vash2	70	110	61	51	33	61
Vasn	345	479	364	235	205	285
Vasp	153	145	310	77	83	159
Vat1	623	742	928	638	585	860
Vat1l	1625	1764	1001	3244	2807	4956
Vaultrc5	0	0	0	0	0	0
Vav1	599	332	921	84	44	174
Vav2	312	451	313	185	167	292
Vav3	268	217	329	148	178	232
Vax1	0	0	0	0	0	0
Vax2	0	10	0	0	0	3
Vax2os	0	0	0	0	0	0
Vbp1	277	324	271	310	340	458
Vcam1	454	853	775	327	205	312
Vcan	16741	15837	14773	5609	2454	4339
Vcl	2934	2419	2739	1746	1723	2065
Vcp	2412	2784	2706	2595	3024	3841
Vcpip1	1597	1470	1779	1104	1098	1589
Vcpkmt	21	21	22	30	19	39
Vdac1	2648	5295	2635	3362	6463	5167
Vdac2	1281	1276	1321	1261	1673	1816
Vdac3	746	869	800	750	1060	955
Vdr	65	170	52	17	14	27
Vegfa	677	549	711	1154	1649	600
Vegfb	149	236	238	321	489	302
Vegfc	87	82	68	64	53	84
Veph1	104	135	129	116	108	135
Vezf1	2782	3440	3403	2352	2367	2288
Vezt	357	462	430	450	335	615
Vgf	20	34	15	25	19	67
Vgll1	0	0	0	0	0	0
Vgll2	14	65	0	3	15	2
Vgll3	487	552	560	660	484	594
Vgll4	152	281	205	273	174	156
Vhl	248	194	219	130	121	165
Vil1	9	23	8	8	10	19
Vill	31	149	48	21	41	0
Vim	9860	10192	10248	8143	6010	7937
Vimp	495	364	388	299	203	212
Vip	0	0	3	0	0	0
Vipas39	344	352	403	320	289	391
Vipr1	24	23	19	8	9	8
Vipr2	46	85	13	12	7	21
Vit	605	1508	510	518	397	543
Vkorc1	1343	1558	1545	973	735	984
Vkorc1l1	1286	1564	1130	1405	1560	1773
Vldlr	1185	1970	769	1131	2227	1028
Vma21	654	648	492	415	541	665
Vmac	119	162	103	81	100	80
Vmn1r-ps103	0	0	0	0	0	0
Vmn1r-ps79	0	0	0	0	0	0
Vmn1r1	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0
Vmn1r100	0	0	0	0	0	0
Vmn1r101	0	0	0	0	0	0
Vmn1r103	0	0	0	0	0	0
Vmn1r104	0	0	0	0	0	0
Vmn1r107	0	0	0	0	0	0
Vmn1r11	0	0	0	0	0	0
Vmn1r111	0	0	0	0	0	0
Vmn1r112	0	0	0	0	0	0
Vmn1r113	0	0	0	0	0	0
Vmn1r114	0	0	0	0	0	0
Vmn1r115	0	0	0	0	0	0
Vmn1r116	0	0	0	0	0	0
Vmn1r117	0	0	0	0	0	0
Vmn1r118	0	0	0	0	0	0
Vmn1r119	0	0	0	0	0	0
Vmn1r12	0	0	0	0	0	0
Vmn1r120	0	0	0	0	0	0
Vmn1r121	0	0	0	0	0	0
Vmn1r122	0	0	0	0	0	0
Vmn1r123	0	0	0	0	0	0
Vmn1r124	0	0	0	0	0	0
Vmn1r125	0	0	0	0	0	0
Vmn1r126	0	0	0	0	0	0
Vmn1r127	0	0	0	0	0	0
Vmn1r128	0	0	0	0	0	0
Vmn1r129	0	0	0	0	0	0
Vmn1r13	0	0	0	0	0	0
Vmn1r130	0	0	0	0	0	0
Vmn1r131	0	0	0	0	0	0
Vmn1r132	0	0	0	0	0	0
Vmn1r135	0	0	0	0	0	0
Vmn1r137	0	0	0	0	0	0
Vmn1r138	0	0	0	0	0	0
Vmn1r139	0	0	0	0	0	0
Vmn1r14	0	0	0	0	0	0
Vmn1r142	0	0	0	0	0	0
Vmn1r143	0	0	0	0	0	0
Vmn1r148	0	0	0	0	0	0
Vmn1r149	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0
Vmn1r151	0	0	0	0	0	0
Vmn1r152	0	0	0	0	0	0
Vmn1r155	0	0	0	0	0	0
Vmn1r157	0	0	0	0	0	0
Vmn1r158	0	0	0	0	0	0
Vmn1r159	0	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0
Vmn1r160	0	0	0	0	0	0
Vmn1r163	0	0	0	0	0	0
Vmn1r165	0	0	0	0	0	0
Vmn1r166	0	0	0	0	0	0
Vmn1r167	0	0	0	0	0	0
Vmn1r168	0	0	0	0	0	0
Vmn1r169	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0
Vmn1r170	0	0	0	0	0	0
Vmn1r171	0	0	0	0	0	0
Vmn1r172	0	0	0	0	0	0
Vmn1r173	0	0	0	0	0	0
Vmn1r174	0	0	0	0	0	0
Vmn1r175	0	0	0	0	0	0
Vmn1r176	0	0	0	0	0	0
Vmn1r177	0	0	0	0	0	0
Vmn1r178	0	0	0	0	0	0
Vmn1r179	0	1	0	0	0	0
Vmn1r18	0	0	0	0	0	0
Vmn1r180	0	0	0	0	0	0
Vmn1r181	109	77	192	41	24	38
Vmn1r183	8	0	0	0	0	0
Vmn1r184	0	1	0	0	0	0
Vmn1r185	0	0	0	0	0	0
Vmn1r186	0	0	0	0	0	0
Vmn1r187	0	0	0	0	0	0
Vmn1r188	0	0	0	0	0	0
Vmn1r189	0	0	0	6	0	0
Vmn1r19	0	0	0	0	0	0
Vmn1r191	0	0	0	0	0	0
Vmn1r192	0	0	0	0	0	0
Vmn1r193	0	0	0	0	0	0
Vmn1r194	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0
Vmn1r196	0	0	0	0	0	0
Vmn1r197	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0
Vmn1r199	0	0	0	0	0	0
Vmn1r2	0	0	0	0	0	0
Vmn1r20	0	0	0	0	0	0
Vmn1r200	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0
Vmn1r202	0	0	0	0	0	0
Vmn1r203	0	0	0	0	0	0
Vmn1r204	0	0	0	0	0	0
Vmn1r205	0	0	0	0	0	0
Vmn1r206	0	0	0	0	0	0
Vmn1r207-ps	0	0	0	0	0	0
Vmn1r208	0	0	0	0	0	0
Vmn1r209	0	0	0	0	0	0
Vmn1r21	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0
Vmn1r211	0	0	0	0	0	0
Vmn1r212	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0
Vmn1r214	0	0	0	0	0	0
Vmn1r215	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0
Vmn1r218	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0
Vmn1r22	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0
Vmn1r221	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0
Vmn1r223	0	0	0	0	0	0
Vmn1r224	0	0	0	0	0	0
Vmn1r225	0	0	0	0	0	0
Vmn1r226	0	0	0	0	0	0
Vmn1r227	0	0	0	0	0	0
Vmn1r228	0	0	0	0	0	0
Vmn1r229	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0
Vmn1r230	0	0	0	6	3	0
Vmn1r231	0	0	0	1	0	0
Vmn1r232	1	0	0	0	0	9
Vmn1r233	0	0	0	0	0	0
Vmn1r234	0	0	0	0	0	0
Vmn1r235	0	0	0	0	0	0
Vmn1r236	0	4	0	8	0	0
Vmn1r237	0	0	0	0	0	0
Vmn1r238	0	0	0	0	0	0
Vmn1r24	0	0	0	0	0	2
Vmn1r25	0	0	0	0	0	0
Vmn1r26	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0
Vmn1r29	0	0	0	0	0	0
Vmn1r3	1	0	0	0	0	0
Vmn1r30	0	0	0	0	0	0
Vmn1r31	0	0	0	0	0	0
Vmn1r32	7	13	2	0	6	8
Vmn1r33	0	0	0	0	0	0
Vmn1r34	0	0	0	0	0	0
Vmn1r35	0	0	0	0	0	0
Vmn1r36	0	0	0	0	0	0
Vmn1r37	0	0	0	0	0	0
Vmn1r38	0	0	0	0	0	0
Vmn1r39	0	0	0	0	0	0
Vmn1r4	0	0	2	0	0	1
Vmn1r40	0	0	0	0	6	0
Vmn1r41	0	0	0	0	0	0
Vmn1r42	0	0	0	0	0	0
Vmn1r43	0	0	0	0	0	0
Vmn1r44	0	0	0	0	0	0
Vmn1r45	0	4	0	0	2	0
Vmn1r46	0	0	0	0	0	0
Vmn1r47	0	0	0	0	0	0
Vmn1r48	0	0	0	0	0	0
Vmn1r49	0	0	0	0	4	0
Vmn1r5	1	0	0	0	2	0
Vmn1r50	0	0	5	0	0	0
Vmn1r51	0	0	0	0	6	0
Vmn1r52	0	0	0	0	2	0
Vmn1r53	2	0	0	2	2	1
Vmn1r54	0	0	0	0	0	0
Vmn1r55	0	0	0	0	0	0
Vmn1r56	0	0	0	0	0	0
Vmn1r57	0	0	0	0	0	0
Vmn1r58	1698	1716	1549	1347	1183	1568
Vmn1r59	0	0	0	0	0	0
Vmn1r6	0	1	0	0	0	0
Vmn1r60	0	0	0	0	0	0
Vmn1r61	0	0	0	0	0	0
Vmn1r62	0	0	0	0	0	0
Vmn1r63	0	0	0	0	0	0
Vmn1r64	0	0	0	0	0	0
Vmn1r65	135	190	167	98	66	110
Vmn1r66	0	0	0	0	0	0
Vmn1r67	0	0	0	0	0	0
Vmn1r68	0	0	0	0	0	0
Vmn1r69	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0
Vmn1r70	0	0	0	0	0	0
Vmn1r71	0	0	0	0	0	0
Vmn1r72	0	0	0	0	0	0
Vmn1r73	0	0	0	0	0	0
Vmn1r74	0	0	0	0	0	0
Vmn1r75	0	0	0	0	0	0
Vmn1r76	0	0	0	0	0	0
Vmn1r77	0	0	0	0	0	0
Vmn1r78	0	0	0	0	0	0
Vmn1r79	0	0	0	0	0	0
Vmn1r8	0	0	0	0	0	0
Vmn1r80	0	0	0	0	0	0
Vmn1r81	0	0	0	0	0	0
Vmn1r82	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0
Vmn1r85	1	0	0	0	0	0
Vmn1r86	0	0	0	0	1	3
Vmn1r87	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0
Vmn1r89	0	0	0	2	4	13
Vmn1r9	0	0	0	0	0	0
Vmn1r90	0	0	0	0	0	0
Vmn1r91	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0
Vmn1r95	0	0	0	0	0	0
Vmn2r-ps11	0	1	0	0	0	0
Vmn2r-ps129	112	142	145	103	97	130
Vmn2r-ps159	0	0	0	0	0	0
Vmn2r-ps54	3	0	0	0	0	1
Vmn2r-ps60	0	0	0	0	0	0
Vmn2r1	10	26	1	10	8	24
Vmn2r10	0	0	0	0	0	0
Vmn2r100	3	0	0	2	0	0
Vmn2r101	0	0	0	0	0	0
Vmn2r102	0	0	0	0	0	0
Vmn2r103	0	0	0	0	0	0
Vmn2r104	0	0	0	0	0	0
Vmn2r105	0	0	0	0	0	0
Vmn2r106	0	0	0	0	0	0
Vmn2r107	0	0	0	0	0	0
Vmn2r108	0	0	0	0	0	0
Vmn2r109	0	0	0	0	0	0
Vmn2r11	0	0	0	0	0	0
Vmn2r110	0	0	0	0	0	0
Vmn2r111	0	0	0	0	0	3
Vmn2r112	0	0	0	0	4	5
Vmn2r113	0	8	0	2	10	3
Vmn2r114	0	0	0	0	0	0
Vmn2r115	0	0	0	0	0	0
Vmn2r116	0	0	0	0	0	0
Vmn2r117	0	0	0	0	0	5
Vmn2r118	3	0	0	2	0	0
Vmn2r12	0	0	0	0	0	0
Vmn2r120	0	0	0	0	0	0
Vmn2r121	0	0	0	0	0	0
Vmn2r122	0	0	0	0	0	0
Vmn2r123	0	0	0	0	0	0
Vmn2r124	0	0	0	0	0	0
Vmn2r13	0	0	0	0	0	0
Vmn2r14	0	0	0	0	0	0
Vmn2r15	2	1	2	5	3	9
Vmn2r16	0	0	0	1	0	1
Vmn2r17	0	0	0	0	0	0
Vmn2r18	4	8	13	13	4	5
Vmn2r19	0	0	0	0	0	1
Vmn2r2	5	3	0	0	1	7
Vmn2r20	0	0	0	0	0	0
Vmn2r21	0	0	0	0	0	0
Vmn2r22	0	0	0	0	0	0
Vmn2r23	0	0	0	0	0	0
Vmn2r24	0	0	0	0	0	0
Vmn2r25	0	0	0	0	0	0
Vmn2r26	1	0	1	0	1	0
Vmn2r27	0	0	0	0	0	0
Vmn2r28	11	4	0	4	4	6
Vmn2r29	225	247	113	146	156	164
Vmn2r3	0	0	0	0	0	0
Vmn2r30	0	0	2	0	0	0
Vmn2r31	0	0	0	0	0	0
Vmn2r32	0	0	0	0	0	0
Vmn2r33	0	0	0	0	0	0
Vmn2r34	0	0	0	0	0	0
Vmn2r35	0	0	0	0	0	0
Vmn2r36	0	0	0	0	0	0
Vmn2r37	1	3	3	0	0	1
Vmn2r38	0	0	0	0	0	0
Vmn2r39	0	0	0	0	0	0
Vmn2r4	0	0	0	0	1	0
Vmn2r40	0	0	0	0	0	0
Vmn2r41	0	0	0	0	0	0
Vmn2r42	0	1	0	1	2	0
Vmn2r43	0	0	0	0	0	0
Vmn2r44	0	0	0	0	0	0
Vmn2r45	0	0	0	0	0	0
Vmn2r46	0	0	0	0	0	0
Vmn2r47	0	0	0	0	0	0
Vmn2r48	0	0	0	0	0	0
Vmn2r49	0	0	0	0	0	0
Vmn2r5	0	0	0	0	2	0
Vmn2r50	0	0	0	0	0	0
Vmn2r51	0	0	0	0	0	0
Vmn2r52	0	0	0	0	0	0
Vmn2r53	0	0	0	0	0	3
Vmn2r54	0	0	0	0	0	0
Vmn2r55	3	0	1	0	2	1
Vmn2r56	0	0	0	0	0	0
Vmn2r57	20	19	26	48	11	30
Vmn2r58	0	0	0	0	0	0
Vmn2r59	0	0	0	0	0	0
Vmn2r6	0	0	0	0	0	0
Vmn2r60	0	0	0	0	0	0
Vmn2r61	0	0	0	0	0	0
Vmn2r62	0	0	0	0	0	0
Vmn2r63	0	0	0	0	0	0
Vmn2r65	0	0	0	0	0	0
Vmn2r66	0	0	0	0	0	0
Vmn2r67	0	0	0	0	0	0
Vmn2r68	0	0	0	0	0	0
Vmn2r69	0	0	0	0	0	0
Vmn2r7	0	2	0	0	0	0
Vmn2r70	0	0	0	0	0	0
Vmn2r71	0	0	0	0	0	0
Vmn2r72	0	0	0	0	0	0
Vmn2r73	0	0	0	0	0	0
Vmn2r74	0	0	0	0	0	0
Vmn2r75	0	0	0	0	0	0
Vmn2r76	0	0	0	0	0	0
Vmn2r77	0	0	0	0	0	0
Vmn2r78	0	0	0	0	0	0
Vmn2r79	0	0	0	0	0	0
Vmn2r8	0	0	0	0	0	0
Vmn2r80	0	0	0	0	0	0
Vmn2r81	0	0	0	0	0	0
Vmn2r82	0	0	0	0	0	0
Vmn2r83	0	0	0	0	0	1
Vmn2r84	11	4	8	1	4	10
Vmn2r85	0	0	0	8	8	3
Vmn2r86	0	2	0	10	3	3
Vmn2r87	25	10	5	12	15	18
Vmn2r88	0	0	0	0	0	1
Vmn2r89	0	1	0	0	0	0
Vmn2r9	0	0	0	0	0	0
Vmn2r90	0	1	0	3	5	6
Vmn2r91	0	0	0	0	0	0
Vmn2r92	0	0	0	0	0	0
Vmn2r93	0	0	0	0	0	0
Vmn2r94	0	0	0	0	0	0
Vmn2r95	0	0	0	0	0	0
Vmn2r96	9	5	20	47	28	10
Vmn2r97	5	0	4	11	1	0
Vmn2r98	3	0	0	0	0	0
Vmn2r99	0	0	0	0	0	0
Vmo1	0	4	0	3	0	0
Vmp1	2620	3516	2714	1553	888	972
Vnn1	3	3	0	11	4	0
Vnn3	11	4	13	9	3	0
Vopp1	327	415	368	244	461	514
Vprbp	2711	3411	2719	2175	2249	3302
Vpreb1	1	0	4	1	2	0
Vpreb2	0	0	0	0	0	0
Vpreb3	0	0	0	2	1	2
Vps11	244	378	319	278	296	413
Vps13a	2612	2947	2709	2498	2675	3129
Vps13b	4298	4782	4128	3300	2893	3902
Vps13c	2595	2622	2627	1812	2097	2265
Vps13d	3033	3657	2842	2947	3242	3949
Vps16	310	388	335	184	185	357
Vps18	136	188	122	177	179	212
Vps25	374	452	397	288	378	501
Vps26a	1332	1333	1560	1128	1078	1258
Vps26b	1375	1970	1433	1229	1284	1756
Vps28	290	290	342	289	288	350
Vps29	278	297	358	294	230	412
Vps33a	875	1183	1020	955	1062	1568
Vps33b	660	853	880	653	538	940
Vps35	1221	1187	1153	1185	1032	1580
Vps36	346	475	326	238	192	279
Vps37a	2270	2588	2095	1976	2024	2468
Vps37b	66	61	124	38	49	38
Vps37c	347	495	359	247	253	404
Vps37d	0	3	2	6	3	12
Vps39	801	1109	970	859	765	984
Vps41	1014	1275	1207	1206	1139	1645
Vps45	204	245	318	201	162	197
Vps4a	261	492	320	282	309	455
Vps4b	837	830	780	801	630	1094
Vps51	189	177	272	173	162	243
Vps52	180	292	229	193	157	211
Vps53	417	650	632	511	570	890
Vps54	2399	2394	2652	1672	1481	1733
Vps72	64	57	79	31	47	52
Vps8	402	387	449	347	333	406
Vps9d1	221	317	185	159	160	230
Vrk1	918	596	1055	346	294	478
Vrk2	124	102	201	38	58	56
Vrk3	150	267	134	135	110	177
Vrtn	0	0	0	0	0	0
Vsig1	0	0	0	0	0	0
Vsig10	151	123	148	109	110	167
Vsig10l	109	96	121	90	131	166
Vsig2	21	73	60	91	72	40
Vsig4	7	1	5	19	20	2
Vsig8	4	0	0	0	0	0
Vsnl1	357	756	296	2216	2911	5321
Vstm2a	396	514	412	162	162	305
Vstm2b	48	48	60	17	26	42
Vstm2l	2	6	6	13	9	27
Vstm4	100	310	107	187	136	188
Vstm5	32	108	36	159	208	334
Vsx1	0	6	0	0	2	1
Vsx2	0	0	0	0	0	0
Vta1	298	249	360	239	219	374
Vtcn1	16	62	17	43	74	95
Vti1a	773	820	733	782	687	1138
Vti1b	151	247	162	180	171	331
Vtn	97	163	116	113	80	109
Vwa1	5874	5653	5049	4632	2830	4159
Vwa2	116	53	102	154	105	110
Vwa3a	25	4	19	124	81	46
Vwa5a	4045	5079	4346	3686	3772	6236
Vwa5b1	0	0	0	0	0	5
Vwa5b2	18	129	33	150	218	443
Vwa7	15	42	17	64	76	147
Vwa8	1092	1195	1182	1693	2489	1760
Vwa9	440	475	466	330	367	330
Vwc2	13	19	40	21	16	45
Vwc2l	18	28	59	72	67	207
Vwce	0	6	9	2	4	0
Vwde	3	0	0	7	12	13
Vwf	440	652	630	606	540	794
Wac	3501	4096	3683	3060	2753	3594
Wap	3	0	0	0	1	14
Wapal	2787	2777	2893	1970	2223	2323
Wars	245	304	275	277	325	417
Wars2	426	560	817	481	547	476
Was	263	288	373	145	66	123
Wasf1	123	175	76	185	231	420
Wasf2	2037	2369	2303	1492	1040	1483
Wasf3	198	262	188	240	204	488
Wash	237	296	221	204	204	287
Wasl	1662	2027	1643	1981	1766	2779
Wbp1	196	333	271	251	211	305
Wbp11	277	259	307	268	195	298
Wbp1l	785	1299	983	707	635	585
Wbp2	371	595	468	728	847	1292
Wbp2nl	0	2	0	3	0	0
Wbp4	734	1031	683	758	796	1169
Wbp5	135	134	113	110	99	127
Wbscr16	66	104	47	92	57	100
Wbscr17	685	1153	508	618	545	1240
Wbscr22	73	65	100	101	67	85
Wbscr25	0	0	1	1	1	1
Wbscr27	174	197	318	304	404	619
Wbscr28	0	0	0	0	0	0
Wdfy1	1222	986	1161	803	778	1148
Wdfy2	237	382	272	264	227	347
Wdfy3	3931	4406	4343	3535	3273	5215
Wdfy4	2629	777	3403	179	49	314
Wdhd1	219	262	216	145	120	219
Wdpcp	357	434	354	322	185	322
Wdr1	641	697	873	588	616	1022
Wdr11	691	741	703	500	531	816
Wdr12	232	397	254	243	244	363
Wdr13	903	1236	916	799	805	992
Wdr16	9	42	5	5	12	11
Wdr17	67	88	61	262	213	501
Wdr18	76	106	115	130	118	117
Wdr19	258	581	346	290	291	506
Wdr20	258	258	218	142	192	173
Wdr20rt	0	0	0	0	0	0
Wdr24	36	52	60	49	75	27
Wdr25	43	39	64	42	34	88
Wdr26	8406	9926	8557	5571	4740	5417
Wdr27	18	20	11	10	39	50
Wdr3	217	265	302	166	128	181
Wdr31	62	37	40	12	13	46
Wdr33	827	1048	867	690	646	785
Wdr34	293	329	333	195	206	305
Wdr35	398	397	377	284	273	433
Wdr36	287	260	318	230	174	243
Wdr37	1447	1924	1626	1325	1337	1911
Wdr38	2	6	0	0	1	4
Wdr4	116	107	105	109	123	160
Wdr41	386	448	423	256	302	372
Wdr43	732	759	797	449	461	553
Wdr44	808	940	755	658	559	819
